date,steps,distanceM,runDistance,caloriesBurned,distanceKm,runDistanceKm
10/06/2022,3750,2637,178,101,2.637,0.178
11/06/2022,22662,16990,658,571,16.990,0.658
12/06/2022,18833,14265,453,490,14.265,0.453
13/06/2022,4934,3602,174,127,3.602,0.174
14/06/2022,4439,3179,211,125,3.179,0.211
15/06/2022,4607,3234,225,115,3.234,0.225
16/06/2022,21077,15053,225,503,15.053,0.225
17/06/2022,4371,3068,362,115,3.068,0.362
18/06/2022,1749,1142,163,50,1.142,0.163
19/06/2022,935,604,117,33,0.604,0.117
20/06/2022,7069,5119,307,184,5.119,0.307
21/06/2022,7666,5442,260,190,5.442,0.260
22/06/2022,9257,6637,1304,244,6.637,1.304
23/06/2022,3135,2077,228,87,2.077,0.228
24/06/2022,10897,7884,1620,278,7.884,1.620
25/06/2022,14193,10509,7958,664,10.509,7.958
26/06/2022,2462,1702,1382,103,1.702,1.382
27/06/2022,2616,1707,1472,168,1.707,1.472
28/06/2022,3574,2399,1997,142,2.399,1.997
29/06/2022,2589,1692,1419,119,1.692,1.419
30/06/2022,9019,6393,4938,381,6.393,4.938
01/07/2022,20160,14847,11251,1358,14.847,11.251
02/07/2022,10937,7618,6081,371,7.618,6.081
03/07/2022,31643,23447,17564,2543,23.447,17.564
04/07/2022,2692,1745,1537,111,1.745,1.537
05/07/2022,2868,1919,1629,109,1.919,1.629
06/07/2022,4539,3211,2563,169,3.211,2.563
07/07/2022,6860,4889,3913,248,4.889,3.913
08/07/2022,2843,1841,1557,121,1.841,1.557
09/07/2022,4814,3485,2641,158,3.485,2.641
10/07/2022,3518,2339,1948,268,2.339,1.948
11/07/2022,3042,1982,1689,128,1.982,1.689
12/07/2022,5982,4385,3491,196,4.385,3.491
13/07/2022,7853,5632,4445,254,5.632,4.445
14/07/2022,14795,10604,8149,1018,10.604,8.149
15/07/2022,5445,4006,3071,191,4.006,3.071
16/07/2022,10807,7710,5995,552,7.710,5.995
17/07/2022,3651,2362,2055,198,2.362,2.055
18/07/2022,2764,1787,1534,134,1.787,1.534
19/07/2022,4989,3448,2768,183,3.448,2.768
20/07/2022,5906,4246,3313,218,4.246,3.313
21/07/2022,17349,12315,9440,505,12.315,9.440
22/07/2022,31239,22425,16631,866,22.425,16.631
23/07/2022,17492,12201,9256,514,12.201,9.256
24/07/2022,20200,14575,11019,587,14.575,11.019
25/07/2022,17346,12578,9832,532,12.578,9.832
26/07/2022,26641,19255,14547,743,19.255,14.547
27/07/2022,15116,11247,8515,450,11.247,8.515
28/07/2022,9281,6604,5072,287,6.604,5.072
29/07/2022,12046,8767,6535,360,8.767,6.535
30/07/2022,4594,3301,2527,167,3.301,2.527
31/07/2022,3956,2873,2221,131,2.873,2.221
01/08/2022,5475,4165,3101,163,4.165,3.101
02/08/2022,10307,7624,5727,311,7.624,5.727
03/08/2022,7143,5220,4134,230,5.220,4.134
04/08/2022,15387,11990,9133,1033,11.990,9.133
05/08/2022,4825,3456,2715,174,3.456,2.715
06/08/2022,2455,1783,1397,96,1.783,1.397
07/08/2022,9830,6735,5400,330,6.735,5.400
08/08/2022,2638,1725,1441,114,1.725,1.441
09/08/2022,5154,3692,2910,188,3.692,2.910
10/08/2022,6272,4537,3543,216,4.537,3.543
11/08/2022,6907,4931,3961,323,4.931,3.961
12/08/2022,4430,2997,2478,182,2.997,2.478
13/08/2022,8849,6201,4883,524,6.201,4.883
14/08/2022,20232,14693,11220,628,14.693,11.220
15/08/2022,19962,16986,12764,1195,16.986,12.764
16/08/2022,2617,1694,1393,114,1.694,1.393
17/08/2022,9033,6554,5056,286,6.554,5.056
18/08/2022,13194,11189,8458,871,11.189,8.458
19/08/2022,3026,1956,1641,137,1.956,1.641
20/08/2022,26143,19086,14348,724,19.086,14.348
21/08/2022,20873,15338,11705,608,15.338,11.705
22/08/2022,12792,11262,8485,779,11.262,8.485
23/08/2022,4059,2766,2268,155,2.766,2.268
24/08/2022,9322,6704,5185,286,6.704,5.185
25/08/2022,10874,9122,7077,592,9.122,7.077
26/08/2022,6823,4926,3793,241,4.926,3.793
27/08/2022,24251,17712,13443,705,17.712,13.443
28/08/2022,10519,7559,5817,358,7.559,5.817
29/08/2022,5028,3560,2851,182,3.560,2.851
30/08/2022,2918,2227,1711,112,2.227,1.711
31/08/2022,8686,6232,4836,302,6.232,4.836
01/09/2022,15073,12177,9188,790,12.177,9.188
02/09/2022,6633,4693,3721,270,4.693,3.721
03/09/2022,1214,785,694,88,0.785,0.694
04/09/2022,18694,13367,10070,522,13.367,10.070
05/09/2022,3077,2068,1738,131,2.068,1.738
06/09/2022,3228,2090,1791,135,2.090,1.791
07/09/2022,4981,3380,2744,170,3.380,2.744
08/09/2022,2615,1695,1408,120,1.695,1.408
09/09/2022,11215,8130,6282,347,8.130,6.282
10/09/2022,29305,22183,16669,945,22.183,16.669
11/09/2022,4402,3073,2518,608,3.073,2.518
12/09/2022,4489,3161,2551,171,3.161,2.551
13/09/2022,4384,3214,2509,164,3.214,2.509
14/09/2022,4660,3372,2674,179,3.372,2.674
15/09/2022,12752,10547,8026,864,10.547,8.026
16/09/2022,10343,6920,5657,337,6.920,5.657
17/09/2022,8310,5714,4377,259,5.714,4.377
18/09/2022,659,426,350,56,0.426,0.350
19/09/2022,7598,5531,4379,261,5.531,4.379
20/09/2022,4811,3444,2687,326,3.444,2.687
21/09/2022,8545,6417,4912,289,6.417,4.912
22/09/2022,7398,5177,4100,257,5.177,4.100
23/09/2022,5008,3464,2862,188,3.464,2.862
24/09/2022,4417,2965,2488,189,2.965,2.488
25/09/2022,3726,2476,1944,150,2.476,1.944
26/09/2022,4720,3278,2632,184,3.278,2.632
27/09/2022,10909,7684,5985,810,7.684,5.985
28/09/2022,6880,4944,3883,240,4.944,3.883
29/09/2022,3110,2033,1669,129,2.033,1.669
30/09/2022,5890,3999,3330,240,3.999,3.330
01/10/2022,10339,7251,5769,337,7.251,5.769
02/10/2022,24664,17427,13245,662,17.427,13.245
03/10/2022,17523,12929,9790,513,12.929,9.790
04/10/2022,9188,6431,5024,631,6.431,5.024
05/10/2022,5088,3530,2866,185,3.530,2.866
06/10/2022,11053,9312,7128,768,9.312,7.128
07/10/2022,3952,2588,2252,198,2.588,2.252
08/10/2022,14249,10213,7807,460,10.213,7.807
09/10/2022,5269,3646,2925,197,3.646,2.925
10/10/2022,6497,4735,3727,228,4.735,3.727
11/10/2022,2750,1794,1514,128,1.794,1.514
12/10/2022,4642,3137,2621,205,3.137,2.621
13/10/2022,12048,10059,7722,716,10.059,7.722
14/10/2022,4049,2627,2237,197,2.627,2.237
15/10/2022,2082,1354,1169,133,1.354,1.169
16/10/2022,6350,4523,3481,210,4.523,3.481
17/10/2022,8660,6181,4954,285,6.181,4.954
18/10/2022,4924,3467,2763,172,3.467,2.763
19/10/2022,4917,3334,2721,174,3.334,2.721
20/10/2022,5206,3688,2888,165,3.688,2.888
21/10/2022,2957,1930,1637,130,1.930,1.637
22/10/2022,4473,3148,2562,166,3.148,2.562
23/10/2022,553,357,290,41,0.357,0.290
24/10/2022,8192,5900,4632,547,5.900,4.632
25/10/2022,5397,3955,3169,194,3.955,3.169
26/10/2022,6356,4511,3570,223,4.511,3.570
27/10/2022,15744,12966,9764,861,12.966,9.764
28/10/2022,8144,5571,4398,286,5.571,4.398
29/10/2022,11419,8116,6353,384,8.116,6.353
30/10/2022,21800,16487,12226,621,16.487,12.226
31/10/2022,4570,3123,2544,189,3.123,2.544
01/11/2022,15633,12000,9060,481,12.000,9.060
02/11/2022,2821,1835,1591,134,1.835,1.591
03/11/2022,3510,2297,1924,140,2.297,1.924
04/11/2022,2922,1894,1613,110,1.894,1.613
05/11/2022,611,395,338,47,0.395,0.338
06/11/2022,7237,5938,4544,496,5.938,4.544
07/11/2022,10444,7286,5657,869,7.286,5.657
08/11/2022,9168,6838,5223,288,6.838,5.223
09/11/2022,3245,2145,1863,144,2.145,1.863
10/11/2022,2646,1711,1465,131,1.711,1.465
11/11/2022,7514,5479,4309,255,5.479,4.309
12/11/2022,22086,16199,12216,627,16.199,12.216
13/11/2022,1680,1086,971,317,1.086,0.971
14/11/2022,3583,2440,1940,150,2.440,1.940
15/11/2022,10116,7262,5683,305,7.262,5.683
16/11/2022,6368,4459,3442,201,4.459,3.442
17/11/2022,6422,4373,3540,252,4.373,3.540
18/11/2022,2953,1909,1668,138,1.909,1.668
19/11/2022,2478,1757,1387,105,1.757,1.387
20/11/2022,1186,767,608,84,0.767,0.608
21/11/2022,6923,4708,3735,246,4.708,3.735
22/11/2022,3733,2497,2126,167,2.497,2.126
23/11/2022,6597,4271,3598,291,4.271,3.598
24/11/2022,7336,5166,4136,268,5.166,4.136
25/11/2022,5067,3412,2870,192,3.412,2.870
26/11/2022,27531,21264,15784,761,21.264,15.784
27/11/2022,24162,17362,12956,652,17.362,12.956
28/11/2022,27529,20860,15419,748,20.860,15.419
29/11/2022,22188,16442,12364,602,16.442,12.364
30/11/2022,38443,29485,21952,1013,29.485,21.952
01/12/2022,9951,7285,5589,344,7.285,5.589
02/12/2022,5922,4305,3403,260,4.305,3.403
03/12/2022,1545,1089,899,75,1.089,0.899
04/12/2022,1922,1242,1105,121,1.242,1.105
05/12/2022,3157,2057,1706,145,2.057,1.706
06/12/2022,6042,4097,3323,223,4.097,3.323
07/12/2022,6222,4320,3443,233,4.320,3.443
08/12/2022,4663,3352,2693,207,3.352,2.693
09/12/2022,1833,1244,1027,120,1.244,1.027
10/12/2022,14590,10393,8275,466,10.393,8.275
11/12/2022,213,138,107,13,0.138,0.107
12/12/2022,4924,3457,2742,191,3.457,2.742
13/12/2022,7776,5509,4384,257,5.509,4.384
14/12/2022,7554,5438,4156,254,5.438,4.156
15/12/2022,10542,7357,5729,314,7.357,5.729
16/12/2022,4167,2905,2188,164,2.905,2.188
17/12/2022,6148,4250,3366,255,4.250,3.366
18/12/2022,3461,2245,1953,186,2.245,1.953
19/12/2022,10289,7463,5809,336,7.463,5.809
20/12/2022,9039,6517,5061,296,6.517,5.061
21/12/2022,2968,2172,1702,131,2.172,1.702
22/12/2022,1167,754,665,87,0.754,0.665
23/12/2022,9858,6853,5366,346,6.853,5.366
24/12/2022,11530,8242,6364,402,8.242,6.364
25/12/2022,21136,15276,11421,627,15.276,11.421
26/12/2022,24190,17544,13284,684,17.544,13.284
27/12/2022,26821,19238,14496,719,19.238,14.496
28/12/2022,13856,10471,7911,416,10.471,7.911
29/12/2022,3228,2362,1849,144,2.362,1.849
30/12/2022,1511,977,824,87,0.977,0.824
31/12/2022,8037,6468,4951,424,6.468,4.951
01/01/2023,1989,1291,1069,110,1.291,1.069
02/01/2023,8093,5795,4504,284,5.795,4.504
03/01/2023,8798,6543,5046,270,6.543,5.046
04/01/2023,1143,739,612,63,0.739,0.612
05/01/2023,8899,6327,4957,279,6.327,4.957
06/01/2023,31561,24061,17890,880,24.061,17.890
07/01/2023,1904,1231,1069,106,1.231,1.069
08/01/2023,4199,2823,2208,155,2.823,2.208
09/01/2023,2941,2130,1702,134,2.130,1.702
10/01/2023,4451,2919,2495,198,2.919,2.495
11/01/2023,11750,9207,7066,523,9.207,7.066
12/01/2023,11623,8484,6506,360,8.484,6.506
13/01/2023,4508,3169,2578,193,3.169,2.578
14/01/2023,2104,1408,1176,111,1.408,1.176
